"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"21","ชะม่วง","Cha Muang",,,,,
"22","บางสะพานน้อย","Bang Saphan Noi",,,,,
"23","ห้วยสัก","Huai Sak",,,,,
"24","บ้านทรายทอง","Ban Sai Thong",,,,,
"25","เขาไชยราช","Khao Chaiyarat",,,,,
"26","มาบอำมฤต","Map Ammarit",,,,,
"27","บ้านทรัพย์สมบูรณ์","Ban Sap Somboon",,,,,
"28","คลองวังช้าง","Khlong Wang Chang",,,,,
"29","ปะทิว","Pathio",,,,,
"2a","บ้านคอกม้า","Ban Khok Ma",,,,,
"2b","สะพลี","Saphli",,,,,
"2c","หนองเนียน","Nong Nian",,,,,
"2d","นาชะอัง","Na Cha-ang",,,,,
"2e","ชุมพร","Chumphon",,,,,
"2f","แสงแดด","Saeng Daet",,,,,
"2g","ทุ่งคา","Thung Kha",,,,,
"2h","วิสัย","Wisai",,,,,
"2i","บ้านครน","Ban Khron",,,,,
"2j","สวี","Sawi",,,,,
"2k","เขาสวนทุเรียน","Khao Suan Thurian",,,,,
"2l","เขาปีบ","Khao Pip",,,,,
"2m","ปากตะโก","Pak Tako",,,,,
"2n","ท่าทอง","Tha Thong",,,,,
"2o","ควนหินมุ้ย","Khuan Hin Mui",,,,,
"2p","หลังสวน","Lang Suan",,,,,
"2q","คลองขนาน","Khlong Khanan",,,,,
"2r","หัวมาด","Hua Mat",,,,,
"2s","ละแม","Lamae",,,,,
"2t","บ้านดวด","Ban Duat",,,,,
"2u","คันธุลี","Khan Thuli",,,,,
"2v","ดอนธูป","Don Thup",,,,,
"2w","ท่าชนะ","Tha Chana",,,,,
"2x","บ้านเกาะมุกข์","Ban Ko Muk",,,,,
"2y","เขาพนมแบก","Khao Phanom Baek",,,,,
"2z","ไชยา","Chaiya",,,,,
"30","ท่าฉาง","Tha Chang",,,,,
"31","คลองขุด","Khlong Khut",,,,,
"32","คลองไทร","Khlong Sai",,,,,
"33","มะลวน","Maluan",,,,,
"34","ชุมทางบ้านทุ่งโพธิ์","Ban Thung Pho Junction",,,,,
"35","สุราษฎร์ธานี","Surat Thani",,,,,
"36","เขาหัวควาย","Khao Hua Khwai",,,,,
"37","บ่อกรัง","Bo Krang",,,,,
"38","เขาพลู","Khao Phlu",,,,,
"39","คลองยา","Khlong Ya",,,,,
"3a","บ้านนา","Ban Na",,,,,
"3b","ห้วยมุด","Huai Mut",,,,,
"3c","นาสาร","Na San",,,,,
"3d","คลองปราบ","Khlong Prap",,,,,
"3e","พรุพี","Phruphi",,,,,
"3f","คลองสูญ","Khlong Sun",,,,,
"3g","บ้านส้อง","Ban Song",,,,,
"3h","บ้านพรุกระแชง","Ban Phru Krachaeng",,,,,
"3i","ห้วยปริก","Huai Prik",,,,,
"3j","กระเบียด","Krabiat",,,,,
"3k","ทานพอ","Than Pho",,,,,
"3l","ฉวาง","Chawang",,,,,
"3m","คลองจันดี","Khlong Chandi",,,,,
"3n","หลักช้าง","Lak Chang",,,,,
"3o","คลองกุย","Khlong Kui",,,,,
"3p","นาบอน","Na Bon",,,,,
"3q","คลองจัง","Khlong Chang",,,,,
"3r","บ้านเกาะปริง","Ban Ko Pring",,,,,
"3s","ชุมทางทุ่งสง","Thung Song Junction",,,,,
"3t","ใสใหญ่","Sai Yai",,,,,
"3u","ช่องเขา","Chong Khao",,,,,
"3v","ร่อนพิบูลย์","Ron Phibun",,,,,
"3w","ชุมทางเขาชุมทอง","Khao Chum Thong Junction",,,,,
"3x","ควนหนองคว้า","Khuan Nong Khwa",,,,,
"3y","บ้านตูล","Ban Tun",,,,,
"3z","บ้านทุ่งค่าย","Ban Thung Khai",,,,,
"40","ชะอวด","Cha-uat",,,,,
"41","หนองจิก","Nong Jik",,,,,
"42","บ้านนางหลง","Ban Nang Long",,,,,
"43","บ้านตรอกแค","Ban Trok Kae",,,,,
"44","บ้านขอนหาด","Ban Khon Hat",,,,,
"45","แหลมโตนด","Laem Tanot",,,,,
"46","บ้านสุนทรา","Ban Sunthra",,,,,
"47","ปากคลอง","Pak Khlong",,,,,
"48","บ้านมะกอกใต้","Ban Makok Tai",,,,,
"49","ชัยบุรี","Chai Buri",,,,,
"4a","พัทลุง","Phatthalung",,,,,
"4b","นาปรือ","Na Pru",,,,,
"4c","บ้านค่ายไทย","Ban Khai Thai",,,,,
"4d","บ้านต้นโดน","Ban Ton Don",,,,,
"4e","บ้านห้วยแตน","Ban Huai Tan",,,,,
"4f","เขาชัยสน","Khao Chaison",,,,,
"4g","บางแก้ว","Bang Kaeo",,,,,
"4h","ควนพระ","Khuan Phra",,,,,
"4i","ควนเคี่ยม","Khuan Khiam",,,,,
"4j","หารกง","Han Kong",,,,,
"4k","หารเทา","Han Thao",,,,,
"4l","วัดควนเผยอ","Wat Khuan Phayer",,,,,
"4m","โคกทราย","Khok Sai",,,,,
"4n","ควนเนียง","Khuan Niang",,,,,
"4o","บ้านเกาะใหญ่","Ban Ko Yai",,,,,
"4p","บางกล่ำ","Bang Klam",,,,,
"4q","บ้านดินลาน","Ban Din Lan",,,,,
"4r","ชุมทางหาดใหญ่","Hat Yai Junction",,,,,
"4s","นาม่วง","Na Muang",,,,,
"4t","วัดควนมีด","Wat Khuan Mit",,,,,
"4u","จะนะ","Chana",,,,,
"4v","ท่าแมงลัก","Tha Maenglak",,,,,
"4w","เกาะสะบ้า","Ko Saba",,,,,
"4x","เทพา","Thepha",,,,,
"4y","ตาแปด","Ta Paet",,,,,
"4z","บ้านนิคม","Ban Nikhom",,,,,
"50","ปัตตานี(โคกโพธิ์)","Pattani (Khok Pho)",,,,,
"51","นาประดู่","Na Pradu",,,,,
"52","วัดช้างให้","Wat Chang Hai",,,,,
"53","ป่าไร่","Pa Rai",,,,,
"54","คลองทราย","Khlong Sai",,,,,
"55","ตาเซะ","Tase",,,,,
"56","ยะลา","Yala",,,,,
"57","ไม้แก่น","Mai Kaen",,,,,
"58","บ้านปาแต","Ban Patae",,,,,
"59","รามัน","Raman",,,,,
"5a","บาลอ","Balo",,,,,
"5b","รือเสาะ","Ruso",,,,,
"5c","บ้านสะโลว์บูกิ๊ตยือแร","Ban Salo Bukit Yuaerae",,,,,
"5d","ลาโละ","Lalo",,,,,
"5e","มะรือโบ","Marubo",,,,,
"5f","กระแด๊ะ","Kadae",,,,,
"5g","ตันหยงมัส","Tanyong Mat",,,,,
"5h","ป่าไผ่","Pa Phai",,,,,
"5i","เจาะไอร้อง","Cho Ai Rong",,,,,
"5j","บูกิต","Bukit",,,,,
"5k","ไอสะเตีย","Ai Satia",,,,,
"5l","โต๊ะเด็ง","To Deng",,,,,
"5m","สุไหงปาดี","Sungai Padi",,,,,
"5n","โคกสยา","Khok Saya",,,,,
"5o","สุไหงโกลก","Sungai Kolok",,,,,
